,Default,purpose,dti_n,home_ownership,revenue,loan_amnt,addr_state,fico_n
375635,1,other,15.08,RENT,48000.0,6000,VA,712.0
375636,0,house,37.23,MORTGAGE,63300.0,24000,NY,702.0
375637,0,credit_card,20.64,RENT,40000.0,1000,IL,697.0
375638,0,debt_consolidation,12.87,OWN,120000.0,21000,NY,757.0
375639,0,home_improvement,21.22,MORTGAGE,180000.0,38750,KY,717.0
375640,0,debt_consolidation,14.33,RENT,35000.0,18000,NC,692.0
375641,1,debt_consolidation,112.2,RENT,136000.0,28000,NV,702.0
375642,1,debt_consolidation,0.0,MORTGAGE,42000.0,5000,CA,777.0
375643,0,major_purchase,14.48,MORTGAGE,185000.0,25000,NC,792.0
375644,0,debt_consolidation,25.3,MORTGAGE,81000.0,30000,CA,677.0
375645,1,debt_consolidation,19.32,RENT,104500.0,5500,OH,737.0
375646,0,credit_card,16.27,MORTGAGE,68796.0,30000,CO,677.0
375647,0,credit_card,49.96,MORTGAGE,170000.0,27900,OH,727.0
375648,0,debt_consolidation,9.81,MORTGAGE,143000.0,30000,CO,712.0
375649,0,debt_consolidation,5.94,MORTGAGE,84000.0,10000,VT,672.0
375650,1,debt_consolidation,25.38,MORTGAGE,49000.0,15000,KY,772.0
375651,0,debt_consolidation,44.69,RENT,157000.0,32000,TX,662.0
375652,0,debt_consolidation,3.4,RENT,47000.0,10000,NY,697.0
375653,0,major_purchase,3.82,RENT,75000.0,1200,CT,707.0
375654,1,debt_consolidation,22.92,RENT,72000.0,10000,CO,667.0
375655,0,debt_consolidation,8.13,MORTGAGE,40000.0,9000,GA,692.0
375656,0,credit_card,10.08,RENT,24650.0,5500,TX,727.0
375657,0,car,5.81,MORTGAGE,62000.0,4000,LA,727.0
375658,0,debt_consolidation,23.4,MORTGAGE,230000.0,30000,TX,807.0
375659,1,credit_card,21.35,RENT,35000.0,12000,WV,782.0
375660,0,debt_consolidation,13.02,RENT,88000.0,14500,TX,662.0
375661,0,other,0.78,OWN,80000.0,8000,CA,692.0
375662,0,home_improvement,13.59,MORTGAGE,40000.0,11725,MA,697.0
375663,0,debt_consolidation,28.23,MORTGAGE,56000.0,13000,UT,702.0
375664,1,debt_consolidation,21.56,MORTGAGE,135000.0,27500,FL,672.0
375665,1,home_improvement,2.32,RENT,94000.0,40000,OH,682.0
375666,0,debt_consolidation,36.23,MORTGAGE,98000.0,30000,OH,692.0
375667,0,debt_consolidation,29.3,MORTGAGE,56000.0,17750,PA,727.0
375668,0,debt_consolidation,28.71,MORTGAGE,65000.0,15000,VA,672.0
375669,0,debt_consolidation,26.88,MORTGAGE,106300.0,15000,MN,707.0
375670,0,debt_consolidation,18.45,MORTGAGE,64000.0,31000,VT,732.0
375671,0,other,4.01,OWN,35000.0,4400,PA,682.0
375672,0,other,5.46,OWN,20000.0,1500,CA,692.0
375673,0,debt_consolidation,13.74,RENT,100000.0,2600,WA,667.0
375674,1,credit_card,11.45,RENT,35000.0,30000,MN,767.0
375675,0,credit_card,18.33,RENT,40000.0,11200,MA,762.0
375676,0,small_business,15.93,MORTGAGE,95000.0,30000,AR,682.0
375677,1,debt_consolidation,21.44,RENT,75000.0,26000,FL,742.0
375678,0,debt_consolidation,24.02,MORTGAGE,52000.0,20000,TN,677.0
375679,0,debt_consolidation,14.25,MORTGAGE,177000.0,16000,PA,662.0
375680,0,vacation,27.06,MORTGAGE,64000.0,15000,CA,672.0
375681,0,debt_consolidation,16.3,MORTGAGE,110000.0,16000,LA,752.0
375682,1,credit_card,19.96,RENT,88000.0,16000,NY,672.0
375683,0,debt_consolidation,10.87,OWN,50000.0,19200,MN,722.0
375684,0,credit_card,78.64,MORTGAGE,75000.0,7000,GA,732.0
375685,0,car,14.91,MORTGAGE,80000.0,6000,CA,682.0
375686,0,debt_consolidation,16.34,RENT,68000.0,11000,MA,662.0
375687,1,debt_consolidation,25.56,MORTGAGE,99111.0,3350,FL,677.0
375688,1,debt_consolidation,17.37,MORTGAGE,65000.0,20000,NY,677.0
375689,1,debt_consolidation,21.26,MORTGAGE,130000.0,10000,NY,682.0
375690,1,debt_consolidation,25.57,MORTGAGE,55000.0,12000,NJ,672.0
375691,0,credit_card,21.32,MORTGAGE,100000.0,9100,OH,702.0
375692,0,debt_consolidation,24.65,RENT,92000.0,40000,CA,732.0
375693,0,other,7.8,RENT,67057.0,3000,CT,722.0
375694,0,debt_consolidation,13.69,RENT,58200.0,14000,TX,707.0
375695,0,debt_consolidation,28.52,MORTGAGE,55000.0,25000,IN,717.0
375696,0,debt_consolidation,18.32,RENT,30000.0,5000,OH,672.0
375697,0,debt_consolidation,20.04,MORTGAGE,132400.0,6500,IL,742.0
375698,0,credit_card,12.76,MORTGAGE,165000.0,17500,AZ,672.0
375699,0,credit_card,18.0,MORTGAGE,58000.0,12000,CA,762.0
375700,1,other,4.92,MORTGAGE,78000.0,39725,CA,762.0
375701,0,debt_consolidation,14.34,RENT,120000.0,13000,PA,787.0
375702,1,moving,28.5,RENT,68000.0,4800,CA,667.0
375703,1,debt_consolidation,31.54,RENT,75000.0,20000,TX,692.0
375704,0,house,15.39,OWN,98000.0,35000,ID,712.0
375705,0,debt_consolidation,18.66,OWN,72500.0,15000,FL,677.0
375706,1,other,12.67,RENT,70000.0,1500,UT,672.0
375707,1,credit_card,39.98,RENT,85000.0,24000,CO,697.0
375708,0,debt_consolidation,12.48,RENT,40000.0,8400,MD,722.0
375709,0,medical,13.89,RENT,70000.0,5000,LA,672.0
375710,0,small_business,2.43,RENT,45000.0,18000,CT,747.0
375711,1,debt_consolidation,20.16,RENT,51180.0,10000,MN,687.0
375712,0,other,28.3,RENT,29000.0,10000,VT,662.0
375713,0,debt_consolidation,23.65,MORTGAGE,250000.0,28175,CA,732.0
375714,0,debt_consolidation,60.99,MORTGAGE,101000.0,34950,TN,762.0
375715,0,other,14.53,RENT,54000.0,2500,NY,682.0
375716,0,debt_consolidation,16.04,MORTGAGE,165000.0,24000,CA,737.0
375717,0,credit_card,0.5,OWN,60000.0,3000,MD,762.0
375718,1,debt_consolidation,45.95,MORTGAGE,135000.0,8000,TX,722.0
375719,0,home_improvement,8.2,MORTGAGE,97000.0,7500,NC,712.0
375720,1,credit_card,20.51,MORTGAGE,85000.0,28000,NV,692.0
375721,0,vacation,11.35,MORTGAGE,43776.0,2500,OR,787.0
375722,0,credit_card,8.55,MORTGAGE,58000.0,7000,VA,672.0
375723,0,debt_consolidation,1.65,RENT,40000.0,14000,CA,772.0
375724,0,vacation,20.01,MORTGAGE,82000.0,4000,KS,717.0
375725,1,major_purchase,18.78,MORTGAGE,75000.0,40000,NM,777.0
375726,0,debt_consolidation,21.89,RENT,42000.0,20000,PA,672.0
375727,0,debt_consolidation,7.89,OWN,140000.0,40000,NJ,702.0
375728,1,debt_consolidation,26.32,RENT,75000.0,16000,TX,662.0
375729,0,credit_card,24.8,MORTGAGE,131800.0,11200,NE,687.0
375730,0,other,17.66,OWN,35000.0,10000,TX,682.0
375731,0,major_purchase,5.41,MORTGAGE,43000.0,6000,AZ,772.0
375732,1,debt_consolidation,36.1,RENT,150000.0,25000,MO,687.0
375733,0,debt_consolidation,21.71,MORTGAGE,65000.0,12000,CA,707.0
375734,1,credit_card,18.17,RENT,16000.0,8000,MA,702.0
375735,0,debt_consolidation,17.76,RENT,50000.0,12000,NY,707.0
375736,0,other,2.16,MORTGAGE,160000.0,40000,KY,687.0
375737,0,credit_card,9.7,OWN,84000.0,15600,TN,707.0
375738,0,home_improvement,12.78,MORTGAGE,95000.0,3000,AZ,717.0
375739,0,medical,22.3,OWN,34000.0,4800,WI,677.0
375740,0,debt_consolidation,22.23,MORTGAGE,70385.0,10000,MD,677.0
375741,0,debt_consolidation,11.28,RENT,50000.0,5000,UT,662.0
375742,0,debt_consolidation,35.01,MORTGAGE,73000.0,6000,AL,712.0
375743,0,credit_card,12.83,OWN,58000.0,26500,TX,662.0
375744,0,debt_consolidation,13.65,MORTGAGE,75000.0,11000,NJ,722.0
375745,1,other,14.63,RENT,36000.0,12000,TX,702.0
375746,0,home_improvement,12.34,MORTGAGE,85000.0,27075,FL,737.0
375747,0,debt_consolidation,36.66,RENT,54340.0,28550,TX,727.0
375748,1,debt_consolidation,17.82,MORTGAGE,54000.0,30000,WI,772.0
375749,0,other,9.08,RENT,72000.0,5000,MI,712.0
375750,0,debt_consolidation,23.22,MORTGAGE,110000.0,35000,OK,752.0
375751,0,debt_consolidation,27.9,RENT,48000.0,6000,CT,817.0
375752,0,other,20.23,RENT,55000.0,10000,TX,697.0
375753,0,credit_card,29.5,MORTGAGE,55660.0,5000,GA,672.0
375754,0,car,6.27,RENT,150000.0,12000,CA,662.0
375755,1,home_improvement,21.97,RENT,46000.0,2000,OH,667.0
375756,0,debt_consolidation,9.24,MORTGAGE,36500.0,14200,TX,702.0
375757,0,debt_consolidation,21.26,OWN,115000.0,14000,MA,732.0
375758,0,debt_consolidation,19.42,RENT,50000.0,7000,IN,672.0
375759,0,credit_card,11.3,MORTGAGE,75000.0,22400,MI,692.0
375760,0,credit_card,20.91,MORTGAGE,148308.0,10000,CA,667.0
375761,0,debt_consolidation,6.77,MORTGAGE,67000.0,7000,MN,692.0
375762,0,debt_consolidation,20.97,RENT,112000.0,25000,TX,717.0
375763,0,major_purchase,7.05,RENT,39000.0,3500,NV,707.0
375764,0,debt_consolidation,22.25,MORTGAGE,83000.0,35000,VA,752.0
375765,0,other,1.97,RENT,25000.0,5000,NY,702.0
375766,0,home_improvement,13.72,MORTGAGE,148000.0,25000,NY,677.0
375767,0,debt_consolidation,19.13,MORTGAGE,90762.0,12000,NE,732.0
375768,0,debt_consolidation,13.65,MORTGAGE,78000.0,6000,FL,662.0
375769,0,other,17.68,MORTGAGE,135000.0,5500,FL,762.0
375770,0,home_improvement,3.73,MORTGAGE,139000.0,40000,MA,812.0
375771,0,credit_card,17.41,MORTGAGE,57000.0,9600,FL,687.0
375772,0,debt_consolidation,20.26,MORTGAGE,75000.0,25000,TN,837.0
375773,0,debt_consolidation,1.87,OWN,38500.0,15000,MN,682.0
375774,0,home_improvement,12.16,MORTGAGE,104000.0,35000,NC,772.0
375775,0,credit_card,36.72,RENT,59000.0,18000,SC,717.0
375776,0,debt_consolidation,11.27,MORTGAGE,138000.0,3000,WI,702.0
375777,0,debt_consolidation,29.06,RENT,42480.0,24000,UT,687.0
375778,0,credit_card,9.56,MORTGAGE,153500.0,21625,TX,712.0
375779,0,credit_card,3.63,MORTGAGE,250000.0,15000,TX,747.0
375780,1,debt_consolidation,15.22,RENT,120000.0,20000,NY,677.0
375781,0,debt_consolidation,14.83,RENT,62400.0,10000,OR,717.0
375782,1,debt_consolidation,21.29,RENT,54996.0,13500,NY,697.0
375783,0,debt_consolidation,12.28,MORTGAGE,125000.0,40000,FL,767.0
375784,0,debt_consolidation,15.23,RENT,52000.0,10000,SD,692.0
375785,0,credit_card,21.43,MORTGAGE,68000.0,16000,MO,717.0
375786,0,credit_card,15.34,MORTGAGE,32000.0,5000,SC,692.0
375787,1,debt_consolidation,29.36,MORTGAGE,80000.0,25000,CA,702.0
375788,1,debt_consolidation,6.03,RENT,56000.0,30000,MO,672.0
375789,0,debt_consolidation,8.18,MORTGAGE,48000.0,16000,TN,767.0
375790,0,home_improvement,5.49,RENT,70000.0,12000,NY,712.0
375791,0,debt_consolidation,10.73,RENT,65000.0,12000,FL,707.0
375792,0,debt_consolidation,30.31,MORTGAGE,115000.0,32000,MD,707.0
375793,0,debt_consolidation,16.94,RENT,44000.0,3000,MA,812.0
375794,0,debt_consolidation,15.29,RENT,35000.0,5000,PA,697.0
375795,0,debt_consolidation,7.3,RENT,95000.0,10400,TX,707.0
375796,0,debt_consolidation,17.5,MORTGAGE,70000.0,6000,CT,782.0
375797,1,credit_card,21.86,RENT,55000.0,13000,MD,672.0
375798,0,credit_card,15.68,RENT,40000.0,10000,FL,692.0
375799,0,debt_consolidation,18.54,MORTGAGE,65000.0,8400,AZ,722.0
375800,0,debt_consolidation,10.53,RENT,44000.0,4000,CT,697.0
375801,0,other,22.86,OWN,54500.0,24000,NC,777.0
375802,0,debt_consolidation,13.11,RENT,27000.0,10000,NY,687.0
375803,0,credit_card,12.16,RENT,81000.0,10000,NY,662.0
375804,1,debt_consolidation,26.19,RENT,50000.0,16000,CA,682.0
375805,1,debt_consolidation,15.29,RENT,38000.0,20000,TX,722.0
375806,0,debt_consolidation,12.89,OWN,65000.0,12000,CA,682.0
375807,0,debt_consolidation,4.23,RENT,55000.0,10000,CA,752.0
375808,1,home_improvement,12.36,MORTGAGE,160000.0,36000,VA,792.0
375809,0,house,7.96,MORTGAGE,150000.0,5000,SC,782.0
375810,0,medical,11.74,MORTGAGE,103026.0,36050,AR,817.0
375811,0,credit_card,9.25,OWN,41000.0,13500,TX,687.0
375812,0,debt_consolidation,21.13,MORTGAGE,53000.0,4000,TN,712.0
375813,0,debt_consolidation,14.95,RENT,88000.0,7200,GA,697.0
375814,0,debt_consolidation,9.07,MORTGAGE,192000.0,20000,PA,682.0
375815,0,debt_consolidation,19.68,MORTGAGE,65557.0,14000,VA,682.0
375816,0,other,24.8,MORTGAGE,45000.0,8000,TN,677.0
375817,0,credit_card,5.18,RENT,140000.0,24000,FL,667.0
375818,0,home_improvement,18.88,OWN,108000.0,15000,TX,732.0
375819,0,debt_consolidation,20.66,OWN,77600.0,32000,TX,727.0
375820,0,credit_card,28.06,OWN,65000.0,30000,AL,697.0
375821,1,credit_card,13.68,RENT,55000.0,10000,NY,687.0
375822,0,debt_consolidation,28.3,RENT,43046.0,12000,TX,672.0
375823,1,home_improvement,23.48,MORTGAGE,53000.0,3200,VA,662.0
375824,0,debt_consolidation,14.37,MORTGAGE,40000.0,15000,NJ,692.0
375825,0,debt_consolidation,17.87,MORTGAGE,28000.0,5000,OK,667.0
375826,0,debt_consolidation,20.59,MORTGAGE,96700.0,15000,WA,697.0
375827,0,other,7.72,MORTGAGE,55000.0,8500,IN,662.0
375828,1,debt_consolidation,29.92,RENT,72450.0,12000,FL,767.0
375829,0,major_purchase,27.92,MORTGAGE,68000.0,15000,AZ,737.0
375830,0,home_improvement,30.37,OWN,52000.0,15000,TN,712.0
375831,1,debt_consolidation,17.12,MORTGAGE,145000.0,30000,CA,717.0
375832,0,debt_consolidation,15.53,RENT,43000.0,3200,CT,667.0
375833,0,small_business,24.45,RENT,78546.0,5000,AR,662.0
375834,0,home_improvement,5.87,MORTGAGE,200000.0,4000,NJ,727.0
375835,0,debt_consolidation,17.84,MORTGAGE,62500.0,10000,TX,782.0
375836,0,other,25.52,RENT,35500.0,3000,NM,682.0
375837,0,debt_consolidation,16.66,RENT,56000.0,17600,CA,687.0
375838,0,credit_card,14.71,OWN,20000.0,3600,PA,712.0
375839,0,debt_consolidation,35.0,MORTGAGE,150000.0,35000,GA,692.0
375840,0,other,10.13,RENT,12000.0,1000,IL,777.0
375841,1,debt_consolidation,21.2,MORTGAGE,84000.0,13000,FL,697.0
375842,0,credit_card,14.28,MORTGAGE,193000.0,8000,TX,687.0
375843,0,debt_consolidation,24.72,MORTGAGE,75000.0,4800,CA,707.0
375844,0,medical,23.48,OWN,71000.0,32000,TX,717.0
375845,0,credit_card,16.1,RENT,85000.0,19050,CO,662.0
375846,0,debt_consolidation,25.93,RENT,38000.0,13000,AR,772.0
375847,1,credit_card,15.47,RENT,90000.0,21000,GA,682.0
375848,0,debt_consolidation,6.78,RENT,49000.0,4000,VA,662.0
375849,0,debt_consolidation,29.64,MORTGAGE,112114.0,9800,MD,672.0
375850,0,debt_consolidation,27.84,RENT,75000.0,6000,TX,762.0
375851,0,vacation,14.8,RENT,90000.0,3000,NJ,737.0
375852,1,credit_card,24.64,RENT,75050.0,14000,CA,667.0
375853,0,debt_consolidation,6.99,MORTGAGE,109287.0,15000,TX,687.0
375854,0,home_improvement,21.1,MORTGAGE,128000.0,10000,IL,682.0
375855,0,debt_consolidation,21.76,MORTGAGE,122000.0,20000,CT,677.0
375856,0,debt_consolidation,32.78,RENT,63000.0,19200,NM,717.0
375857,0,home_improvement,21.66,MORTGAGE,63075.0,17000,CA,757.0
375858,0,debt_consolidation,33.39,MORTGAGE,205000.0,10000,KY,677.0
375859,0,credit_card,25.47,MORTGAGE,90000.0,14000,NC,712.0
375860,1,major_purchase,2.25,MORTGAGE,70000.0,24000,OH,687.0
375861,1,other,19.07,RENT,85000.0,20000,NY,712.0
375862,1,small_business,15.37,MORTGAGE,36000.0,19525,IL,717.0
375863,1,moving,21.02,RENT,68000.0,8000,NY,672.0
375864,0,major_purchase,2.14,RENT,40000.0,6000,NJ,742.0
375865,0,home_improvement,23.67,MORTGAGE,80000.0,15000,WA,697.0
375866,0,home_improvement,4.74,MORTGAGE,75000.0,18000,CA,707.0
375867,0,home_improvement,12.27,MORTGAGE,166000.0,6000,NC,727.0
375868,0,debt_consolidation,6.08,RENT,86000.0,2500,NJ,752.0
375869,0,credit_card,32.56,OWN,75000.0,13000,IL,702.0
375870,0,debt_consolidation,10.63,RENT,63000.0,20000,VT,677.0
375871,0,credit_card,18.03,MORTGAGE,72000.0,18000,WA,732.0
375872,0,debt_consolidation,21.31,MORTGAGE,73000.0,5000,MN,722.0
375873,1,debt_consolidation,17.92,RENT,46550.0,25000,CT,697.0
375874,0,debt_consolidation,31.38,RENT,46041.0,4500,AZ,677.0
375875,0,credit_card,4.6,RENT,150000.0,12025,CA,712.0
375876,0,debt_consolidation,60.2,MORTGAGE,56600.0,15000,AR,682.0
375877,1,debt_consolidation,14.9,RENT,120000.0,30000,NY,672.0
375878,0,house,8.7,RENT,85000.0,8000,IN,662.0
375879,0,debt_consolidation,19.38,RENT,86000.0,12000,CA,692.0
375880,0,home_improvement,19.17,MORTGAGE,50000.0,5000,NC,762.0
375881,0,debt_consolidation,2.88,MORTGAGE,52000.0,7000,CA,677.0
375882,0,debt_consolidation,12.15,OWN,63000.0,12000,VA,707.0
375883,0,other,10.69,RENT,55000.0,6000,NY,727.0
375884,1,debt_consolidation,15.2,RENT,80000.0,25000,AZ,722.0
375885,0,debt_consolidation,93.0,MORTGAGE,220000.0,24000,CA,667.0
375886,0,other,32.39,RENT,33500.0,2000,CO,667.0
375887,0,debt_consolidation,19.28,MORTGAGE,109800.0,40000,PA,767.0
375888,0,home_improvement,17.66,OWN,84000.0,7500,MS,697.0
375889,0,debt_consolidation,38.9,OWN,60253.0,25500,OK,802.0
375890,0,debt_consolidation,20.0,MORTGAGE,80000.0,20000,TX,682.0
375891,0,credit_card,35.31,RENT,42000.0,19200,AL,672.0
375892,0,other,25.17,MORTGAGE,131000.0,6400,TX,662.0
375893,0,debt_consolidation,28.33,MORTGAGE,103000.0,25000,OH,702.0
375894,0,medical,8.96,RENT,32000.0,14000,CA,742.0
375895,0,house,27.16,OWN,66000.0,7500,OH,742.0
375896,0,debt_consolidation,13.81,MORTGAGE,203000.0,30000,IL,672.0
375897,0,debt_consolidation,33.67,MORTGAGE,101295.0,14400,VA,712.0
375898,0,home_improvement,18.04,MORTGAGE,73000.0,10000,TX,732.0
375899,0,debt_consolidation,2.88,OWN,52000.0,7500,MA,672.0
375900,0,debt_consolidation,531.33,MORTGAGE,253600.0,37000,TX,747.0
375901,0,debt_consolidation,30.87,MORTGAGE,168000.0,15000,CA,722.0
375902,0,debt_consolidation,38.75,MORTGAGE,152000.0,40000,TX,712.0
375903,1,debt_consolidation,21.6,MORTGAGE,45000.0,6000,MO,682.0
375904,1,home_improvement,16.89,OWN,52000.0,5000,FL,667.0
375905,1,credit_card,57.49,MORTGAGE,80000.0,24000,KS,697.0
375906,1,debt_consolidation,32.86,MORTGAGE,37000.0,5875,PA,682.0
375907,0,debt_consolidation,21.65,MORTGAGE,60400.0,4000,VA,677.0
375908,1,debt_consolidation,24.79,RENT,52000.0,20000,TX,697.0
375909,0,credit_card,22.87,MORTGAGE,54000.0,8000,MD,747.0
375910,0,debt_consolidation,7.3,RENT,72000.0,7500,FL,682.0
375911,1,debt_consolidation,12.61,OWN,65000.0,20000,NE,702.0
375912,0,house,7.19,MORTGAGE,140000.0,15000,OR,702.0
375913,0,debt_consolidation,11.38,RENT,50000.0,5000,CA,707.0
375914,1,debt_consolidation,17.78,MORTGAGE,80000.0,28000,CA,702.0
375915,0,debt_consolidation,28.67,RENT,28000.0,12300,CA,727.0
375916,0,credit_card,5.26,OWN,80000.0,40000,MA,672.0
375917,0,other,10.32,RENT,60000.0,1200,CA,672.0
375918,0,credit_card,35.43,MORTGAGE,157000.0,32000,OR,677.0
375919,0,debt_consolidation,14.77,MORTGAGE,70100.0,5000,CA,677.0
375920,0,home_improvement,7.81,MORTGAGE,89900.0,15000,NY,722.0
375921,0,home_improvement,15.4,OWN,144000.0,32000,NY,737.0
375922,1,small_business,27.93,RENT,80000.0,24000,TX,702.0
375923,0,debt_consolidation,17.17,MORTGAGE,40000.0,10000,PA,677.0
375924,0,debt_consolidation,33.55,MORTGAGE,110000.0,36000,UT,707.0
375925,0,debt_consolidation,43.04,MORTGAGE,68000.0,30000,FL,757.0
375926,0,car,18.13,MORTGAGE,120000.0,4000,IL,717.0
